typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,M,20240801,2024,8,202408,218,ECU,Ecuador,X,Export,0,W00,World,0,W00,World,H6,HS,TRUE,4901,"Printed books, brochures, leaflets and similar printed matter, whether or not in single sheets",4,FALSE,C00,TOTAL CPC,0,2100,Sea,8,kg,155528.12,FALSE,5,u,472248,FALSE,155528.12,FALSE,0,FALSE,,814337.84,814337.84,0,FALSE,TRUE
C,M,20240801,2024,8,202408,218,ECU,Ecuador,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,4901,"Printed books, brochures, leaflets and similar printed matter, whether or not in single sheets",4,FALSE,C00,TOTAL CPC,0,3200,Road,8,kg,32804.68,FALSE,5,u,125909,FALSE,32804.68,FALSE,0,FALSE,508472.658,499212.111,508472.658,0,FALSE,TRUE
C,M,20240801,2024,8,202408,218,ECU,Ecuador,X,Export,0,W00,World,0,W00,World,H6,HS,TRUE,4901,"Printed books, brochures, leaflets and similar printed matter, whether or not in single sheets",4,FALSE,C00,TOTAL CPC,0,3200,Road,8,kg,1669.39,FALSE,5,u,1792,FALSE,1669.39,FALSE,0,FALSE,,49884.908,49884.908,0,FALSE,TRUE
C,M,20240901,2024,9,202409,218,ECU,Ecuador,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,4901,"Printed books, brochures, leaflets and similar printed matter, whether or not in single sheets",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,181243.415,FALSE,-1,N/A,0,FALSE,181243.055,FALSE,0,FALSE,2727473.41,2552435.235,2727473.41,0,FALSE,TRUE
C,M,20240901,2024,9,202409,218,ECU,Ecuador,X,Export,0,W00,World,0,W00,World,H6,HS,TRUE,4901,"Printed books, brochures, leaflets and similar printed matter, whether or not in single sheets",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,276822.74,FALSE,5,u,902554,FALSE,276822.74,FALSE,0,FALSE,,1266524.49,1266524.49,0,FALSE,TRUE
C,M,20240901,2024,9,202409,218,ECU,Ecuador,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,4901,"Printed books, brochures, leaflets and similar printed matter, whether or not in single sheets",4,FALSE,C00,TOTAL CPC,0,1000,Air,8,kg,31092.016,FALSE,-1,N/A,0,FALSE,31091.656,FALSE,0,FALSE,892819.457,777951.303,892819.457,0,FALSE,TRUE
C,M,20240901,2024,9,202409,218,ECU,Ecuador,X,Export,0,W00,World,0,W00,World,H6,HS,TRUE,4901,"Printed books, brochures, leaflets and similar printed matter, whether or not in single sheets",4,FALSE,C00,TOTAL CPC,0,1000,Air,8,kg,20585.44,FALSE,5,u,68369,FALSE,20585.44,FALSE,0,FALSE,,140969.25,140969.25,0,FALSE,TRUE
C,M,20240901,2024,9,202409,218,ECU,Ecuador,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,4901,"Printed books, brochures, leaflets and similar printed matter, whether or not in single sheets",4,FALSE,C00,TOTAL CPC,0,2100,Sea,8,kg,113942.699,FALSE,5,u,263362.7,FALSE,113942.699,FALSE,0,FALSE,1190189.199,1141564.967,1190189.199,0,FALSE,TRUE
C,M,20240901,2024,9,202409,218,ECU,Ecuador,X,Export,0,W00,World,0,W00,World,H6,HS,TRUE,4901,"Printed books, brochures, leaflets and similar printed matter, whether or not in single sheets",4,FALSE,C00,TOTAL CPC,0,2100,Sea,8,kg,255883.1,FALSE,5,u,831608,FALSE,255883.1,FALSE,0,FALSE,,1119121.79,1119121.79,0,FALSE,TRUE
C,M,20240901,2024,9,202409,218,ECU,Ecuador,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,4901,"Printed books, brochures, leaflets and similar printed matter, whether or not in single sheets",4,FALSE,C00,TOTAL CPC,0,3200,Road,8,kg,36208.7,FALSE,5,u,110575,FALSE,36208.7,FALSE,0,FALSE,644464.754,632918.965,644464.754,0,FALSE,TRUE
